date,btc_price,change_24h,timestamp
2024-06-10,69512.28,,
2024-06-11,67332.03,,
2024-06-12,68241.19,,
2024-06-13,66756.40,,
2024-06-14,66011.09,,
2024-06-15,66191.00,,
2024-06-16,66639.05,,
2024-06-17,66490.30,,
2024-06-18,65140.75,,
2024-06-19,64960.30,,
2024-06-20,64828.66,,
2024-06-21,64096.20,,
2024-06-22,64252.58,,
2024-06-23,63180.80,,
2024-06-24,60277.41,,
2024-06-25,61804.64,,
2024-06-26,60811.28,,
2024-06-27,61604.80,,
2024-06-28,60320.14,,
2024-06-29,60887.38,,
2024-06-30,62678.29,,
2024-07-01,62851.98,,
2024-07-02,62029.02,,
2024-07-03,60173.92,,
2024-07-04,56977.70,,
2024-07-05,56662.38,,
2024-07-06,58303.54,,
2024-07-07,55849.11,,
2024-07-08,56705.10,,
2024-07-09,58009.23,,
2024-07-10,57742.50,,
2024-07-11,57344.91,,
2024-07-12,57899.46,,
2024-07-13,59231.95,,
2024-07-14,60787.79,,
2024-07-15,64870.15,,
2024-07-16,65097.15,,
2024-07-17,64118.79,,
2024-07-18,63974.07,,
2024-07-19,66710.16,,
2024-07-20,67163.65,,
2024-07-21,68154.52,,
2024-07-22,67585.25,,
2024-07-23,65927.67,,
2024-07-24,65372.13,,
2024-07-25,65777.23,,
2024-07-26,67912.06,,
2024-07-27,67813.34,,
2024-07-28,68255.87,,
2024-07-29,66819.91,,
2024-07-30,66201.02,,
2024-07-31,64619.25,,
2024-08-01,65357.50,,
2024-08-02,61415.07,,
2024-08-03,60680.09,,
2024-08-04,58116.98,,
2024-08-05,53991.46,,
2024-08-06,56034.32,,
2024-08-07,55027.46,,
2024-08-08,61710.14,,
2024-08-09,60880.11,,
2024-08-10,60945.81,,
2024-08-11,58719.48,,
2024-08-12,59354.52,,
2024-08-13,60609.57,,
2024-08-14,58737.27,,
2024-08-15,57560.10,,
2024-08-16,58894.11,,
2024-08-17,59478.97,,
2024-08-18,58483.96,,
2024-08-19,59493.45,,
2024-08-20,59012.79,,
2024-08-21,61175.19,,
2024-08-22,60381.91,,
2024-08-23,64094.36,,
2024-08-24,64178.99,,
2024-08-25,64333.54,,
2024-08-26,62880.66,,
2024-08-27,59504.13,,
2024-08-28,59027.62,,
2024-08-29,59388.18,,
2024-08-30,59119.48,,
2024-08-31,58969.90,,
2024-09-01,57325.49,,
2024-09-02,59112.48,,
2024-09-03,57431.02,,
2024-09-04,57971.54,,
2024-09-05,56160.49,,
2024-09-06,53948.75,,
2024-09-07,54139.69,,
2024-09-08,54841.57,,
2024-09-09,57019.54,,
2024-09-10,57648.71,,
2024-09-11,57343.17,,
2024-09-12,58127.01,,
2024-09-13,60571.30,,
2024-09-14,60005.12,,
2024-09-15,59182.84,,
2024-09-16,58192.51,,
2024-09-17,60308.54,,
2024-09-18,61649.68,,
2024-09-19,62940.46,,
2024-09-20,63192.98,,
2024-09-21,63394.84,,
2024-09-22,63648.71,,
2024-09-23,63329.80,,
2024-09-24,64301.97,,
2024-09-25,63143.14,,
2024-09-26,65181.02,,
2024-09-27,65790.66,,
2024-09-28,65887.65,,
2024-09-29,65635.30,,
2024-09-30,63329.50,,
2024-10-01,60837.01,,
2024-10-02,60632.79,,
2024-10-03,60759.40,,
2024-10-04,62067.48,,
2024-10-05,62089.95,,
2024-10-06,62818.95,,
2024-10-07,62236.66,,
2024-10-08,62131.97,,
2024-10-09,60582.10,,
2024-10-10,60274.50,,
2024-10-11,62445.09,,
2024-10-12,63193.02,,
2024-10-13,62851.38,,
2024-10-14,66046.12,,
2024-10-15,67041.11,,
2024-10-16,67612.72,,
2024-10-17,67399.84,,
2024-10-18,68418.79,,
2024-10-19,68362.73,,
2024-10-20,69001.70,,
2024-10-21,67367.85,,
2024-10-22,67361.41,,
2024-10-23,66432.20,,
2024-10-24,68161.05,,
2024-10-25,66642.41,,
2024-10-26,67014.70,,
2024-10-27,67929.30,,
2024-10-28,69907.76,,
2024-10-29,72720.49,,
2024-10-30,72339.54,,
2024-10-31,70215.19,,
2024-11-01,69482.47,,
2024-11-02,69289.27,,
2024-11-03,68741.12,,
2024-11-04,67811.51,,
2024-11-05,69359.56,,
2024-11-06,75639.08,,
2024-11-07,75904.86,,
2024-11-08,76545.48,,
2024-11-09,76778.87,,
2024-11-10,80474.19,,
2024-11-11,88701.48,,
2024-11-12,87955.81,,
2024-11-13,90584.16,,
2024-11-14,87250.43,,
2024-11-15,91066.01,,
2024-11-16,90558.48,,
2024-11-17,89845.85,,
2024-11-18,90542.64,,
2024-11-19,92343.79,,
2024-11-20,94339.49,,
2024-11-21,98504.73,,
2024-11-22,98997.66,,
2024-11-23,97777.28,,
2024-11-24,98013.82,,
2024-11-25,93102.30,,
2024-11-26,91985.32,,
2024-11-27,95962.53,,
2024-11-28,95652.47,,
2024-11-29,97461.52,,
2024-11-30,96449.05,,
2024-12-01,97279.79,,
2024-12-02,95865.30,,
2024-12-03,96002.16,,
2024-12-04,98768.53,,
2024-12-05,96593.57,,
2024-12-06,99920.71,,
2024-12-07,99923.34,,
2024-12-08,101236.02,,
2024-12-09,97432.72,,
2024-12-10,96675.43,,
2024-12-11,101173.03,,
2024-12-12,100043.00,,
2024-12-13,101459.26,,
2024-12-14,101372.97,,
2024-12-15,104298.70,,
2024-12-16,106029.72,,
2024-12-17,106140.60,,
2024-12-18,100041.54,,
2024-12-19,97490.95,,
2024-12-20,97755.93,,
2024-12-21,97224.73,,
2024-12-22,95104.94,,
2024-12-23,94686.24,,
2024-12-24,98676.09,,
2024-12-25,99299.20,,
2024-12-26,95795.52,,
2024-12-27,94164.86,,
2024-12-28,95163.93,,
2024-12-29,93530.23,,
2024-12-30,92643.21,,
2024-12-31,93429.20,,
2025-01-01,94419.76,,
2025-01-02,96886.88,,
2025-01-03,98107.43,,
2025-01-04,98236.23,,
2025-01-05,98314.96,,
2025-01-06,102078.09,,
2025-01-07,96922.70,,
2025-01-08,95043.52,,
2025-01-09,92484.04,,
2025-01-10,94701.45,,
2025-01-11,94566.59,,
2025-01-12,94488.44,,
2025-01-13,94516.52,,
2025-01-14,96534.05,,
2025-01-15,100504.49,,
2025-01-16,99756.91,,
2025-01-17,104462.04,,
2025-01-18,104408.07,,
2025-01-19,101089.61,,
2025-01-20,102016.66,,
2025-01-21,106146.27,,
2025-01-22,103653.07,,
2025-01-23,103960.17,,
2025-01-24,104819.48,,
2025-01-25,104714.65,,
2025-01-26,102682.50,,
2025-01-27,102087.69,,
2025-01-28,101332.48,,
2025-01-29,103703.21,,
2025-01-30,104735.30,,
2025-01-31,102405.02,,
2025-02-01,100655.91,,
2025-02-02,97688.98,,
2025-02-03,101405.42,,
2025-02-04,97871.82,,
2025-02-05,96615.45,,
2025-02-06,96593.30,,
2025-02-07,96529.09,,
2025-02-08,96482.45,,
2025-02-09,96500.09,,
2025-02-10,97437.55,,
2025-02-11,95747.43,,
2025-02-12,97885.86,,
2025-02-13,96623.87,,
2025-02-14,97508.97,,
2025-02-15,97580.35,,
2025-02-16,96175.03,,
2025-02-17,95773.38,,
2025-02-18,95539.55,,
2025-02-19,96635.61,,
2025-02-20,98333.94,,
2025-02-21,96125.55,,
2025-02-22,96577.76,,
2025-02-23,96273.92,,
2025-02-24,91418.17,,
2025-02-25,88736.17,,
2025-02-26,84347.02,,
2025-02-27,84704.23,,
2025-02-28,84373.01,,
2025-03-01,86031.91,,
2025-03-02,94248.35,,
2025-03-03,86065.67,,
2025-03-04,87222.20,,
2025-03-05,90623.56,,
2025-03-06,89961.73,,
2025-03-07,86742.67,,
2025-03-08,86154.59,,
2025-03-09,80601.04,,
2025-03-10,78532.00,,
2025-03-11,82862.21,,
2025-03-12,83722.36,,
2025-03-13,81066.70,,
2025-03-14,83969.10,,
2025-03-15,84343.11,,
2025-03-16,82579.69,,
2025-03-17,84075.69,,
2025-03-18,82718.50,,
2025-03-19,86854.23,,
2025-03-20,84167.20,,
2025-03-21,84043.24,,
2025-03-22,83832.48,,
2025-03-23,86054.38,,
2025-03-24,87498.91,,
2025-03-25,87471.70,,
2025-03-26,86900.88,,
2025-03-27,87177.10,,
2025-03-28,84353.15,,
2025-03-29,82597.59,,
2025-03-30,82334.52,,
2025-03-31,82548.91,,
2025-04-01,85169.17,,
2025-04-02,82485.71,,
2025-04-03,83102.83,,
2025-04-04,83843.80,,
2025-04-05,83504.80,,
2025-04-06,78214.48,,
2025-04-07,79235.34,,
2025-04-08,76271.95,,
2025-04-09,82573.95,,
2025-04-10,79626.14,,
2025-04-11,83404.84,,
2025-04-12,85287.11,,
2025-04-13,83684.98,,
2025-04-14,84542.39,,
2025-04-15,83668.99,,
2025-04-16,84033.87,,
2025-04-17,84895.75,,
2025-04-18,84450.80,,
2025-04-19,85063.41,,
2025-04-20,85174.30,,
2025-04-21,87518.91,,
2025-04-22,93441.89,,
2025-04-23,93699.11,,
2025-04-24,93943.80,,
2025-04-25,94720.50,,
2025-04-26,94646.93,,
2025-04-27,93754.84,,
2025-04-28,94978.75,,
2025-04-29,94284.79,,
2025-04-30,94207.31,,
2025-05-01,96492.34,,
2025-05-02,96910.07,,
2025-05-03,95891.80,,
2025-05-04,94315.98,,
2025-05-05,94748.05,,
2025-05-06,96802.48,,
2025-05-07,97032.32,,
2025-05-08,103241.46,,
2025-05-09,102970.85,,
2025-05-10,104696.33,,
2025-05-11,104106.36,,
2025-05-12,102812.95,,
2025-05-13,104169.81,,
2025-05-14,103539.41,,
2025-05-15,103744.64,,
2025-05-16,103489.29,,
2025-05-17,103191.09,,
2025-05-18,106446.01,,
2025-05-19,105606.18,,
2025-05-20,106791.09,,
2025-05-21,109678.08,,
2025-05-22,111673.28,,
2025-05-23,107287.80,,
2025-05-24,107791.16,,
2025-05-25,109035.39,,
2025-05-26,109440.37,,
2025-05-27,108994.64,,
2025-05-28,107802.33,,
2025-05-29,105641.76,,
2025-05-30,103998.57,,
2025-05-31,104638.09,,
2025-06-01,105652.10,,
2025-06-02,105881.53,,
2025-06-03,105432.47,,
2025-06-04,104731.98,,
2025-06-05,101575.95,,
2025-06-06,104390.34,,
2025-06-07,105615.62,,
2025-06-08,105793.65,,
2025-06-09,110294.10,,
2025-06-10,110257.23,,
2025-06-11,108686.62,,
2025-06-12,105929.05,,
2025-06-13,106090.97,,
2025-06-14,105472.41,,
2025-06-15,105552.02,,
2025-06-16,106796.76,,
2025-06-17,104601.12,,
2025-06-18,104883.33,,
2025-06-19,104684.29,,
2025-06-20,103309.60,,
2025-06-21,102257.41,,
2025-06-22,100987.14,,
2025-06-23,105577.77,,
2025-06-24,106045.63,,
2025-06-25,107361.26,,
2025-06-26,106960.00,,
2025-06-27,107088.43,,
2025-06-28,107327.70,,
2025-06-29,108385.57,,
2025-06-30,107135.34,,
2025-07-01,105698.28,,
2025-07-02,108859.32,,
2025-07-03,109647.98,,
2025-07-04,108034.34,,
2025-07-05,108231.18,,
2025-07-06,109232.07,,
2025-07-07,108299.85,,
2025-07-08,108950.27,,
2025-07-09,111326.55,,
2025-07-10,115987.20,,
2025-07-11,117516.99,,
2025-07-12,117435.23,,
2025-07-13,119116.12,,
2025-07-14,119849.70,,
2025-07-15,117777.19,,
2025-07-16,118738.51,,
2025-07-17,119289.84,,
2025-07-18,118003.23,,
2025-07-19,117939.98,,
2025-07-20,117300.79,,
2025-07-21,117439.54,,
2025-07-22,119995.41,,
2025-07-23,118754.96,,
2025-07-24,118368.00,,
2025-07-25,117635.88,,
2025-07-26,117947.37,,
2025-07-27,119448.49,,
2025-07-28,117924.48,,
2025-07-29,117922.15,,
2025-07-30,117831.19,,
2025-07-31,115758.20,,
2025-08-01,113320.09,,
2025-08-02,112526.91,,
2025-08-03,114217.67,,
2025-08-04,115071.88,,
2025-08-05,114141.45,,
2025-08-06,115028.00,,
2025-08-07,117496.90,,
2025-08-08,116688.73,,
2025-08-09,116500.36,,
2025-08-10,119306.76,,
2025-08-11,118731.45,,
2025-08-12,120172.91,,
2025-08-13,123344.06,,
2025-08-14,118359.58,,
2025-08-15,117398.35,,
2025-08-16,117491.35,,
2025-08-17,117453.06,,
2025-08-18,116252.31,,
2025-08-19,112831.18,,
2025-08-20,114274.74,,
2025-08-21,112419.03,,
2025-08-22,116874.09,,
2025-08-23,115374.33,,
2025-08-24,113458.43,,
2025-08-25,110124.35,,
2025-08-26,111802.66,,
2025-08-27,111222.06,,
2025-08-28,112544.80,,
2025-08-29,108410.84,,
2025-08-30,108808.07,,
2025-08-31,108236.71,,
2025-09-01,109250.59,,
2025-09-02,111200.59,,
2025-09-03,111723.21,,
2025-09-04,110723.60,,
2025-09-05,110650.98,,
2025-09-06,110224.70,,
2025-09-07,111167.62,,
2025-09-08,112071.43,,
2025-09-09,111530.55,,
2025-09-10,113955.36,,
2025-09-11,115507.54,,
2025-09-12,116101.58,,
2025-09-13,115950.51,,
2025-09-14,115407.66,,
2025-09-15,115444.88,,
2025-09-16,116843.19,,
2025-09-17,116468.51,,
2025-09-18,117137.20,,
2025-09-19,115688.86,,
2025-09-20,115721.96,,
2025-09-21,115306.09,,
2025-09-22,112748.51,,
2025-09-23,112014.50,,
2025-09-24,113328.63,,
2025-09-25,109049.29,,
2025-09-26,109712.83,,
2025-09-27,109681.95,,
2025-09-28,112122.64,,
2025-09-29,114400.38,,
2025-09-30,114056.09,,
2025-10-01,118648.93,,
2025-10-02,120681.26,,
2025-10-03,122266.53,,
2025-10-04,122425.43,,
2025-10-05,123513.48,,
2025-10-06,124752.53,,
2025-10-07,121451.38,,
2025-10-08,123354.87,,
2025-10-09,121705.59,,
2025-10-10,113214.37,,
2025-10-11,110807.88,,
2025-10-12,115169.77,,
2025-10-13,115271.08,,
2025-10-14,113118.66,,
2025-10-15,110783.16,,
2025-10-16,108186.04,,
2025-10-17,106467.79,,
2025-10-18,107198.27,,
2025-10-19,108666.71,,
2025-10-20,110588.93,,
2025-10-21,108476.89,,
2025-10-22,107688.59,,
2025-10-23,110069.73,,
2025-10-24,111033.92,,
2025-10-25,111641.73,,
2025-10-26,114472.45,,
2025-10-27,114119.33,,
2025-10-28,112956.16,,
2025-10-29,110055.30,,
2025-10-30,108305.55,,
2025-10-31,109556.16,,
2025-11-01,110064.02,,
2025-11-02,110639.62,,
2025-11-03,106547.52,,
2025-11-04,101590.52,,
2025-11-05,103891.84,,
2025-11-06,101301.29,,
2025-11-07,99842.51,,
2025-11-19,2912927.00,-3.67,2025-11-19T23:21:45.962724
